,baseMean,log2FoldChange,pvalue,padj,symbol
ENSG0000014326,44.625,-0.39854937649027494,0.26534874934633607,0.9860763063096472,GENE_14325
ENSG0000014322,20.5,0.28239973070072494,0.31160406583837674,0.9860763063096472,GENE_14321
ENSG0000014314,41.75,0.15565087046019427,0.16753901650387368,0.9860763063096472,GENE_14313
ENSG0000014309,17.625,0.30812229536233193,0.3580363087768126,0.9860763063096472,GENE_14308
ENSG0000014306,19.125,-0.20780488511340164,0.26966473047815753,0.9860763063096472,GENE_14305
ENSG0000014298,18.75,-0.6251515908368549,0.237804064782349,0.9860763063096472,GENE_14297
ENSG0000014297,31.75,-0.3654554704282834,0.16179259607875274,0.9860763063096472,GENE_14296
ENSG0000014296,108.75,0.15935575973212515,0.16110351424335573,0.9860763063096472,GENE_14295
ENSG0000014293,15.875,-0.7188182474559467,0.1259877406392454,0.9860763063096472,GENE_14292
ENSG0000014281,6.5,-0.6780719051126377,0.18502903928805575,0.9860763063096472,GENE_14280
ENSG0000014277,143.875,0.11286600396339812,0.25922679027429635,0.9860763063096472,GENE_14276
ENSG0000014275,535.625,0.05859123437975042,0.34097349602165156,0.9860763063096472,GENE_14274
ENSG0000014369,470.0,-0.10902136998778542,0.10490981973245286,0.9860763063096472,GENE_14368
ENSG0000014198,27.875,-0.4037221860510097,0.1626139917741817,0.9860763063096472,GENE_14197
ENSG0000014617,19.625,0.3882705897160584,0.30620107398060586,0.9860763063096472,GENE_14616
ENSG0000014621,858.25,-0.02521523623221992,0.35762820749903207,0.9860763063096472,GENE_14620
ENSG0000014906,285.875,-0.09213163746765132,0.2680866528925818,0.9860763063096472,GENE_14905
ENSG0000014903,27.375,0.46512273071515287,0.15599922724870013,0.9860763063096472,GENE_14902
ENSG0000014899,44.0,-0.27957408198372496,0.3398696988378129,0.9860763063096472,GENE_14898
ENSG0000014894,5.5,0.667424660913129,0.15675123929438786,0.9860763063096472,GENE_14893
ENSG0000014892,4.5,0.6520766965796931,0.1921855011331489,0.9860763063096472,GENE_14891
ENSG0000014887,41.125,-0.379287474329642,0.10962219356127881,0.9860763063096472,GENE_14886
ENSG0000014884,95.625,0.2990344225343728,0.1355918048172791,0.9860763063096472,GENE_14883
ENSG0000014882,229.625,-0.11786859906033502,0.2726769457030726,0.9860763063096472,GENE_14881
ENSG0000014881,65.25,0.2326607567902751,0.2137204752779825,0.9860763063096472,GENE_14880
ENSG0000014878,67.625,0.4026003960406212,0.14290179262903305,0.9860763063096472,GENE_14877
ENSG0000014909,388.375,0.07338106153957814,0.1326595036271647,0.9860763063096472,GENE_14908
ENSG0000014873,62.75,0.20727621790234393,0.31187445442905587,0.9860763063096472,GENE_14872
ENSG0000014862,31.75,0.4117247652380081,0.15712620181556372,0.9860763063096472,GENE_14861
ENSG0000014861,21.25,-0.4796095005749276,0.12798830143241827,0.9860763063096472,GENE_14860
ENSG0000014858,47.125,-0.3150417093021225,0.10479366318559269,0.9860763063096472,GENE_14857
ENSG0000014855,107.375,-0.1580313228610588,0.14879371104318714,0.9860763063096472,GENE_14854
ENSG0000014854,28.5,0.3304732040203711,0.3340028028153359,0.9860763063096472,GENE_14853
ENSG0000014853,167.25,-0.11219424028292249,0.35949607967744746,0.9860763063096472,GENE_14852
ENSG0000014851,4.75,0.6166713604484945,0.2793839476257526,0.9860763063096472,GENE_14850
ENSG0000014848,95.125,0.1403990491391403,0.17635696733980244,0.9860763063096472,GENE_14847
ENSG0000014839,85.375,0.2669074149810001,0.22035649504245092,0.9860763063096472,GENE_14838
ENSG0000014837,81.875,0.18084865047854898,0.10479309633544273,0.9860763063096472,GENE_14836
ENSG0000014866,42.75,0.21978120787990993,0.3020260553466057,0.9860763063096472,GENE_14865
ENSG0000014910,14.875,-0.5145731728297583,0.3023752479749531,0.9860763063096472,GENE_14909
ENSG0000014913,6089.375,0.024817987441115137,0.1554841928776552,0.9860763063096472,GENE_14912
ENSG0000014914,39.5,0.14622074085104392,0.17111965549089178,0.9860763063096472,GENE_14913
ENSG0000014997,351.0,0.08222709786299845,0.12728861228019592,0.9860763063096472,GENE_14996
ENSG0000014986,56.875,-0.22239242133644802,0.32925035111930057,0.9860763063096472,GENE_14985
ENSG0000014984,3778.25,0.02272007650008345,0.2558099608462276,0.9860763063096472,GENE_14983
ENSG0000014980,129.0,0.17355608571806652,0.3100866094489335,0.9860763063096472,GENE_14979
ENSG0000014978,88.875,0.22364857730687343,0.2131277494176482,0.9860763063096472,GENE_14977
ENSG0000014973,381.375,0.07094325189163288,0.27508461354325975,0.9860763063096472,GENE_14972
ENSG0000014968,3128.125,0.0349376991672414,0.18815009328395474,0.9860763063096472,GENE_14967
ENSG0000014965,58.875,-0.20249286389874302,0.14010148446270182,0.9860763063096472,GENE_14964
ENSG0000014959,20.125,0.30580842952408543,0.2959124511283051,0.9860763063096472,GENE_14958
ENSG0000014958,31.25,0.2778531205453391,0.2725007438739481,0.9860763063096472,GENE_14957
ENSG0000014957,50.375,0.20799304227583182,0.3219716641273401,0.9860763063096472,GENE_14956
ENSG0000014954,18.5,-0.19525629139893388,0.2512487993368173,0.9860763063096472,GENE_14953
ENSG0000014952,47.625,-0.34239219744707805,0.2504689678201307,0.9860763063096472,GENE_14951
ENSG0000014951,894.75,-0.08709605126517171,0.16865435768979173,0.9860763063096472,GENE_14950
ENSG0000014949,167.5,0.12065373908734911,0.33054188820760844,0.9860763063096472,GENE_14948
ENSG0000014947,69.375,0.2554111646307688,0.1978733184341452,0.9860763063096472,GENE_14946
ENSG0000014939,19.375,-0.46948528330122025,0.10118378818953275,0.9860763063096472,GENE_14938
ENSG0000014937,75.5,-0.22978708150757018,0.1330125015456752,0.9860763063096472,GENE_14936
ENSG0000014934,990.75,-0.07355223782151557,0.11696202754605119,0.9860763063096472,GENE_14933
ENSG0000014931,2117.5,-0.04871900730530905,0.1551121965576157,0.9860763063096472,GENE_14930
ENSG0000014924,193.75,-0.13039663725567502,0.31523905990001594,0.9860763063096472,GENE_14923
ENSG0000014923,58.375,-0.2664329822956587,0.111957274208436,0.9860763063096472,GENE_14922
ENSG0000014920,13.0,0.5044725828607884,0.14032732297520328,0.9860763063096472,GENE_14919
ENSG0000014833,123.375,-0.119928175854483,0.21453002235810065,0.9860763063096472,GENE_14832
ENSG0000014618,572.75,-0.07432372962317454,0.1996997028856722,0.9860763063096472,GENE_14617
ENSG0000014830,17.25,0.42113769881526164,0.1642199360773306,0.9860763063096472,GENE_14829
ENSG0000014825,428.875,-0.13044013122736609,0.1279947337735496,0.9860763063096472,GENE_14824
ENSG0000014709,205.875,0.04730571477835682,0.3027551406171585,0.9860763063096472,GENE_14708
ENSG0000014707,116.125,0.10875831504664396,0.19784342644501599,0.9860763063096472,GENE_14706
ENSG0000014705,6.875,-0.5849625007211563,0.3028026661085033,0.9860763063096472,GENE_14704
ENSG0000014698,14.25,0.4076579689132462,0.24503562592632072,0.9860763063096472,GENE_14697
ENSG0000014695,127.875,-0.12700527673532017,0.31464509051390566,0.9860763063096472,GENE_14694
ENSG0000014692,67.375,0.1231990647976719,0.2893452442519116,0.9860763063096472,GENE_14691
ENSG0000014689,334.25,0.058276832599359965,0.2704430717337992,0.9860763063096472,GENE_14688
ENSG0000014686,128.625,0.12064535407986103,0.23445666174106072,0.9860763063096472,GENE_14685
ENSG0000014684,341.375,0.08983427235862046,0.21630756612179233,0.9860763063096472,GENE_14683
ENSG0000014682,128.625,0.3238209817203197,0.13125015123938794,0.9860763063096472,GENE_14681
ENSG0000014711,10.75,-0.5431423250265291,0.20941149404912288,0.9860763063096472,GENE_14710
ENSG0000014681,20.5,0.31797008131867915,0.3071821248841288,0.9860763063096472,GENE_14680
ENSG0000014663,40.875,0.2743624116353066,0.3552805386985061,0.9860763063096472,GENE_14662
ENSG0000014652,11.875,0.45943161863729726,0.2272748983482756,0.9860763063096472,GENE_14651
ENSG0000014646,868.875,-0.059368293249226,0.2892815753713004,0.9860763063096472,GENE_14645
ENSG0000014640,24.375,0.4626269577971039,0.30648147994293296,0.9860763063096472,GENE_14639
ENSG0000014638,36.75,0.2360673582335245,0.30577346473808376,0.9860763063096472,GENE_14637
ENSG0000014637,143.625,0.23911161849338783,0.17082531915616306,0.9860763063096472,GENE_14636
ENSG0000014633,39.25,-0.18403194763768774,0.3590656617662409,0.9860763063096472,GENE_14632
ENSG0000014629,17.75,-0.28540221886224837,0.2526031063385931,0.9860763063096472,GENE_14628
ENSG0000014627,28.375,0.21649181989676375,0.2995986475713822,0.9860763063096472,GENE_14626
ENSG0000014625,3.875,-0.28010791919273537,0.26375769231019286,0.9860763063096472,GENE_14624
ENSG0000014677,31.5,0.36838740598002256,0.26645491247546227,0.9860763063096472,GENE_14676
ENSG0000014713,587.5,-0.07614285512169536,0.29869477793454513,0.9860763063096472,GENE_14712
ENSG0000014716,1.875,-1.0,0.29781926814158377,0.9860763063096472,GENE_14715
ENSG0000014718,36.5,0.41792000781196526,0.22140265201743328,0.9860763063096472,GENE_14717
ENSG0000014824,113.25,-0.23619822086147846,0.14385335186817583,0.9860763063096472,GENE_14823
ENSG0000014823,206.75,-0.14316573018587284,0.3561783211595274,0.9860763063096472,GENE_14822
ENSG0000014819,81.75,0.15898952376115677,0.35899559161136474,0.9860763063096472,GENE_14818
ENSG0000014804,61.625,-0.19342893834792707,0.24849655483363917,0.9860763063096472,GENE_14803
ENSG0000014802,161.375,-0.18127343401085544,0.25972836815883377,0.9860763063096472,GENE_14801
ENSG0000014801,42.375,0.36797546240679896,0.33412551543307273,0.9860763063096472,GENE_14800
ENSG0000014800,36.5,-0.37763752747365,0.1384362288444626,0.9860763063096472,GENE_14799
ENSG0000014799,6.0,0.8667334691365358,0.10469602388769117,0.9860763063096472,GENE_14798
ENSG0000014786,208.625,-0.1124297567669147,0.28416064472139513,0.9860763063096472,GENE_14785
ENSG0000014785,138.625,-0.14321619127106924,0.22233766368104468,0.9860763063096472,GENE_14784
ENSG0000014784,113.625,-0.11115357986124293,0.27007785345519475,0.9860763063096472,GENE_14783
ENSG0000014770,17.125,0.40275916950040713,0.2247302321266025,0.9860763063096472,GENE_14769
ENSG0000014762,103.75,-0.09737541104462531,0.17572016672153865,0.9860763063096472,GENE_14761
ENSG0000014761,20.125,-0.3785116232537297,0.3413638820725682,0.9860763063096472,GENE_14760
ENSG0000014754,8.0,-0.8339900485610707,0.17580336483045836,0.9860763063096472,GENE_14753
ENSG0000014753,55.25,-0.288187883062132,0.10708763601433262,0.9860763063096472,GENE_14752
ENSG0000014749,68.5,0.17925079371440572,0.2908652747577256,0.9860763063096472,GENE_14748
ENSG0000014748,3.125,-1.0874628412503393,0.11127951385940482,0.9860763063096472,GENE_14747
ENSG0000014745,104.625,-0.2384047393250789,0.14069920330465582,0.9860763063096472,GENE_14744
ENSG0000014736,7.75,-0.9652345818393234,0.19670004943932223,0.9860763063096472,GENE_14735
ENSG0000014735,61.5,0.11735695063815874,0.31801261100197126,0.9860763063096472,GENE_14734
ENSG0000014723,104.0,-0.16664986940945145,0.12181790785944305,0.9860763063096472,GENE_14722
ENSG0000014720,105.5,-0.11629903176337117,0.16710086407682315,0.9860763063096472,GENE_14719
ENSG0000014829,279.625,0.08386373032786876,0.3130719178699433,0.9860763063096472,GENE_14828
ENSG0000011773,135.875,0.14611967993958863,0.2521102700556775,0.9860763063096472,GENE_11772
ENSG0000014196,38.5,-0.376854305390956,0.20328258395721624,0.9860763063096472,GENE_14195
ENSG0000014190,13.625,0.6737717676790123,0.10437851394648916,0.9860763063096472,GENE_14189
ENSG0000013704,21.5,0.5779760704050493,0.14160552694134904,0.9860763063096472,GENE_13703
ENSG0000013694,23.75,0.42833432189230164,0.2198172218361165,0.9860763063096472,GENE_13693
ENSG0000013690,186.0,-0.09699182752252873,0.3059850705056294,0.9860763063096472,GENE_13689
ENSG0000013687,207.0,0.08365792904690957,0.15362859538533527,0.9860763063096472,GENE_13686
ENSG0000013685,161.0,-0.13900042824741174,0.1502679816234935,0.9860763063096472,GENE_13684
ENSG0000013680,59.0,0.31917748387132766,0.2960770278752114,0.9860763063096472,GENE_13679
ENSG0000013678,64.375,-0.1963972128035035,0.27794132797045745,0.9860763063096472,GENE_13677
ENSG0000013677,37.25,0.5286942810744111,0.1970899834056317,0.9860763063096472,GENE_13676
ENSG0000013676,209.75,-0.16525640982827206,0.25321955119910217,0.9860763063096472,GENE_13675
ENSG0000013673,2214.375,-0.029807799531714193,0.196537746373446,0.9860763063096472,GENE_13672
ENSG0000013705,106.75,-0.0946368741380752,0.20529106751964687,0.9860763063096472,GENE_13704
ENSG0000013667,781.625,-0.04384026079036474,0.33184405126675565,0.9860763063096472,GENE_13666
ENSG0000013644,7.75,-0.862496476250065,0.1114089937737173,0.9860763063096472,GENE_13643
ENSG0000013641,38.875,-0.21377929103173982,0.11487571486872103,0.9860763063096472,GENE_13640
ENSG0000013636,95.0,-0.2818388072718513,0.14569300286562095,0.9860763063096472,GENE_13635
ENSG0000013633,318.625,-0.1257281197683399,0.19199751738955204,0.9860763063096472,GENE_13632
ENSG0000013631,22.0,0.32930762525295987,0.3009296286026464,0.9860763063096472,GENE_13630
ENSG0000013629,106.5,0.10842245988598562,0.32721476577854136,0.9860763063096472,GENE_13628
ENSG0000013624,163.375,-0.13033954942784207,0.2123091283628053,0.9860763063096472,GENE_13623
ENSG0000013623,133.0,-0.15200309344504995,0.34066040038241124,0.9860763063096472,GENE_13622
ENSG0000013622,90.375,0.11579699909937635,0.2300529285758037,0.9860763063096472,GENE_13621
ENSG0000013621,472.625,0.08014913429631007,0.14243949413760584,0.9860763063096472,GENE_13620
ENSG0000013645,372.0,-0.135837700822153,0.1445488696278142,0.9860763063096472,GENE_13644
ENSG0000013706,304.375,-0.084156379144328,0.29631405549829465,0.9860763063096472,GENE_13705
ENSG0000013714,21.125,-0.4299878407448153,0.23996074464109474,0.9860763063096472,GENE_13713
ENSG0000013717,227.5,0.1746045223821827,0.11229436090836718,0.9860763063096472,GENE_13716
ENSG0000013795,17.75,-0.5343364276511882,0.14884890389177122,0.9860763063096472,GENE_13794
ENSG0000013792,108.75,0.1527032609137255,0.19130425127566011,0.9860763063096472,GENE_13791
ENSG0000013786,285.125,0.11010555522575685,0.28112836444515255,0.9860763063096472,GENE_13785
ENSG0000013785,22.875,0.300659478133711,0.2092610738809993,0.9860763063096472,GENE_13784
ENSG0000013781,1745.0,0.02811070675694493,0.31112468644079827,0.9860763063096472,GENE_13780
ENSG0000013780,70.875,0.18855618987451733,0.2195804526333408,0.9860763063096472,GENE_13779
ENSG0000013779,17.5,-0.45720695352278345,0.192132852109773,0.9860763063096472,GENE_13778
ENSG0000013773,42.625,0.19491168491434085,0.1860172164168444,0.9860763063096472,GENE_13772
ENSG0000013772,3.25,-0.9175378398080271,0.13761368588515652,0.9860763063096472,GENE_13771
ENSG0000013765,55.875,0.10978814553811196,0.2335629441313536,0.9860763063096472,GENE_13764
ENSG0000013763,33.375,0.3584539709124765,0.14755369068583096,0.9860763063096472,GENE_13762
ENSG0000013762,99.875,-0.14095082536840384,0.3392312557551045,0.9860763063096472,GENE_13761
ENSG0000013758,6.875,0.8073549220576041,0.20091480700625047,0.9860763063096472,GENE_13757
ENSG0000013756,15.0,-0.38702312310924736,0.272184254067895,0.9860763063096472,GENE_13755
ENSG0000013753,28.0,0.4413716470923063,0.2334020615670471,0.9860763063096472,GENE_13752
ENSG0000013751,35.5,-0.24441872766644696,0.1656975524681331,0.9860763063096472,GENE_13750
ENSG0000013746,16.0,0.3168571053399405,0.2020689331710557,0.9860763063096472,GENE_13745
ENSG0000013740,3.0,-0.7369655941662062,0.18242875505999498,0.9860763063096472,GENE_13739
ENSG0000013733,532.125,-0.11189288007089722,0.21626657908167873,0.9860763063096472,GENE_13732
ENSG0000013727,128.0,-0.23722521948418868,0.10756009417134908,0.9860763063096472,GENE_13726
ENSG0000013726,168.75,-0.07696198181488416,0.32573082003985915,0.9860763063096472,GENE_13725
ENSG0000013723,27.5,-0.4495258756641344,0.2471219881822026,0.9860763063096472,GENE_13722
ENSG0000013720,8.125,-0.4020984435713456,0.34211162808468737,0.9860763063096472,GENE_13719
ENSG0000013616,67.0,-0.0861566437497146,0.28894929684433995,0.9860763063096472,GENE_13615
ENSG0000013797,26.875,0.1746785314129468,0.2721246601245697,0.9860763063096472,GENE_13796
ENSG0000013607,157.25,0.13772246221926612,0.18871690569378777,0.9860763063096472,GENE_13606
ENSG0000013580,9.625,-0.49185309632967467,0.31804412195447745,0.9860763063096472,GENE_13579
ENSG0000013471,173.0,0.1627884144060065,0.351497891746324,0.9860763063096472,GENE_13470
ENSG0000013465,77.625,0.22814594856674525,0.13609722721430723,0.9860763063096472,GENE_13464
ENSG0000013463,153.75,-0.09386692346422233,0.1498817633300774,0.9860763063096472,GENE_13462
ENSG0000013462,77.75,0.23244608600037084,0.19885360520820297,0.9860763063096472,GENE_13461
ENSG0000013461,34.0,0.19122440324276857,0.13795501513369068,0.9860763063096472,GENE_13460
ENSG0000013460,45.75,0.18947779886371283,0.27220132036075206,0.9860763063096472,GENE_13459
ENSG0000013452,66.625,-0.15714639672100963,0.2736319247838444,0.9860763063096472,GENE_13451
ENSG0000013447,150.75,-0.13407804915081148,0.27404905622369186,0.9860763063096472,GENE_13446
ENSG0000013443,61.5,0.3894116916033494,0.20748214330364415,0.9860763063096472,GENE_13442
ENSG0000013439,204.0,-0.10612835086134326,0.26708954356930953,0.9860763063096472,GENE_13438
ENSG0000013474,258.0,-0.16233445758194656,0.20411319645450576,0.9860763063096472,GENE_13473
ENSG0000013436,310.375,0.08950716771128593,0.26688067825645734,0.9860763063096472,GENE_13435
ENSG0000013423,21.125,0.18807234815257187,0.34433583732428363,0.9860763063096472,GENE_13422
ENSG0000013421,13.75,-0.36923380966571906,0.31998151346966924,0.9860763063096472,GENE_13420
ENSG0000013414,240.125,-0.13377599796934694,0.13086458540649887,0.9860763063096472,GENE_13413
ENSG0000013400,321.875,-0.10425555105422839,0.2931469698591118,0.9860763063096472,GENE_13399
ENSG0000013397,94.875,-0.14076959365647787,0.3302690020455104,0.9860763063096472,GENE_13396
ENSG0000013393,108.375,-0.18997094364407044,0.25460017002947993,0.9860763063096472,GENE_13392
ENSG0000013391,99.5,-0.1596566659884852,0.3187901878229146,0.9860763063096472,GENE_13390
ENSG0000013390,24.875,-0.6031098474314156,0.16907408556530448,0.9860763063096472,GENE_13389
ENSG0000013388,674.0,-0.10278731829383533,0.10827518576629834,0.9860763063096472,GENE_13387
ENSG0000013387,41.0,0.15850382236248717,0.3191550371989707,0.9860763063096472,GENE_13386
ENSG0000013434,100.25,-0.1945725265135102,0.16431877002498496,0.9860763063096472,GENE_13433
ENSG0000013477,33.375,-0.22741049610307254,0.18648391168392522,0.9860763063096472,GENE_13476
ENSG0000013479,91.5,0.1578288096313557,0.20155345052918525,0.9860763063096472,GENE_13478
ENSG0000013481,1275.75,-0.03109986280666504,0.2808988959685612,0.9860763063096472,GENE_13480
ENSG0000013577,653.625,-0.042492082114078775,0.3333222751231896,0.9860763063096472,GENE_13576
ENSG0000013576,42.375,0.4200037521721932,0.16128129977121175,0.9860763063096472,GENE_13575
ENSG0000013572,10.25,0.28239973070072494,0.24819756353461894,0.9860763063096472,GENE_13571
ENSG0000013566,21.25,0.4447848426728959,0.1320039420111096,0.9860763063096472,GENE_13565
ENSG0000013565,20.125,0.26960705975727994,0.2641296104366296,0.9860763063096472,GENE_13564
ENSG0000013562,79.375,0.232240207292795,0.2390072295632702,0.9860763063096472,GENE_13561
ENSG0000013561,58.75,-0.1720993726766493,0.340405823888387,0.9860763063096472,GENE_13560
ENSG0000013560,118.875,-0.09408916337031785,0.35505060337188593,0.9860763063096472,GENE_13559
ENSG0000013558,21.0,-0.5563933485243852,0.10140271341103455,0.9860763063096472,GENE_13557
ENSG0000013545,94.375,-0.15684435651454906,0.19371141953143545,0.9860763063096472,GENE_13544
ENSG0000013543,23.25,-0.24882054661409303,0.2674316771968512,0.9860763063096472,GENE_13542
ENSG0000013538,182.75,-0.09476642940304243,0.2979654121311548,0.9860763063096472,GENE_13537
ENSG0000013536,206.75,-0.15366041130782399,0.13100869705029422,0.9860763063096472,GENE_13535
ENSG0000013531,146.25,-0.09868427485940681,0.34722783584007183,0.9860763063096472,GENE_13530
ENSG0000013526,163.375,-0.19234941341817458,0.3053808194640261,0.9860763063096472,GENE_13525
ENSG0000013521,29.125,-0.5130695822393705,0.10895176491523481,0.9860763063096472,GENE_13520
ENSG0000013514,101.875,-0.13108327523964636,0.3058251943099785,0.9860763063096472,GENE_13513
ENSG0000013512,25.75,-0.3093280581077289,0.2055551957201898,0.9860763063096472,GENE_13511
ENSG0000013503,174.375,-0.17187854952806722,0.1572792244522759,0.9860763063096472,GENE_13502
ENSG0000013497,6.75,0.6520766965796931,0.21815326708694718,0.9860763063096472,GENE_13496
ENSG0000013490,28.125,0.42626475470209796,0.19248546168622585,0.9860763063096472,GENE_13489
ENSG0000013484,86.875,-0.12046752001194315,0.2417256374513815,0.9860763063096472,GENE_13483
ENSG0000013482,21.75,-0.19930880822340666,0.20970196878350297,0.9860763063096472,GENE_13481
ENSG0000013602,61.75,-0.24591022804258475,0.10323178579756583,0.9860763063096472,GENE_13601
ENSG0000014195,12.0,-0.24100809950379493,0.34883493337173205,0.9860763063096472,GENE_14194
ENSG0000013811,1012.75,-0.07623020648045833,0.1123759302837005,0.9860763063096472,GENE_13810
ENSG0000013813,86.0,0.2016338611696504,0.13957044036984873,0.9860763063096472,GENE_13812
ENSG0000014071,44.25,-0.24511249783653147,0.29222498138627157,0.9860763063096472,GENE_14070
ENSG0000014069,14.125,-0.33342373372519185,0.28556438687166635,0.9860763063096472,GENE_14068
ENSG0000014067,142.375,-0.14959659573795486,0.3169364846189042,0.9860763063096472,GENE_14066
ENSG0000014066,137.125,0.10789072294812846,0.18960425918977727,0.9860763063096472,GENE_14065
ENSG0000014064,17.375,0.6109577092541008,0.15068841421777743,0.9860763063096472,GENE_14063
ENSG0000014062,22.0,-0.36257007938470825,0.1553425108819509,0.9860763063096472,GENE_14061
ENSG0000014060,16.75,-0.47804729680464425,0.14435153808506912,0.9860763063096472,GENE_14059
ENSG0000014059,1362.5,-0.054537719193111976,0.2556631265357916,0.9860763063096472,GENE_14058
ENSG0000014058,16.5,0.3514723705013778,0.22941547434238427,0.9860763063096472,GENE_14057
ENSG0000014054,13.875,-0.49880585697144153,0.2042019072319878,0.9860763063096472,GENE_14053
ENSG0000014085,21.25,-0.44478484267289575,0.11177883709940233,0.9860763063096472,GENE_14084
ENSG0000014050,11.0,-0.5305147166987798,0.3093860939709077,0.9860763063096472,GENE_14049
ENSG0000014040,119.5,-0.18739082489237746,0.17674685518037497,0.9860763063096472,GENE_14039
ENSG0000014038,27.75,-0.41882907844121803,0.13523870133529176,0.9860763063096472,GENE_14037
ENSG0000014037,344.375,0.06389748317499415,0.19806826513467551,0.9860763063096472,GENE_14036
ENSG0000014024,255.5,0.11016133457418412,0.19402898471441662,0.9860763063096472,GENE_14023
ENSG0000014022,12.25,0.41503749927884376,0.31524157250236196,0.9860763063096472,GENE_14021
ENSG0000014020,42.5,0.25525705524207465,0.23316410662078074,0.9860763063096472,GENE_14019
ENSG0000014016,50.5,-0.2002986504858312,0.3008703062680496,0.9860763063096472,GENE_14015
ENSG0000014010,940.625,0.07478764913426868,0.16398271969899092,0.9860763063096472,GENE_14009
ENSG0000014004,191.875,-0.11095890793007569,0.29606237250025336,0.9860763063096472,GENE_14003
ENSG0000013996,138.625,-0.10672221414418365,0.22777294688297248,0.9860763063096472,GENE_13995
ENSG0000014045,66.875,-0.23241117716143886,0.30176988984613196,0.9860763063096472,GENE_14044
ENSG0000014087,421.0,-0.10971137172861127,0.11233117283491292,0.9860763063096472,GENE_14086
ENSG0000014088,8.5,0.4274212237346762,0.25416223340517863,0.9860763063096472,GENE_14087
ENSG0000014101,3.75,0.7884958948062882,0.1769951955661412,0.9860763063096472,GENE_14100
ENSG0000014188,48.125,0.41503749927884376,0.13168724849968666,0.9860763063096472,GENE_14187
ENSG0000014184,23.125,-0.4241397063860964,0.32693619574218213,0.9860763063096472,GENE_14183
ENSG0000014176,13.0,-0.7964666059148678,0.1065763128509345,0.9860763063096472,GENE_14175
ENSG0000014167,105.75,-0.12285674778553347,0.10915921869000553,0.9860763063096472,GENE_14166
ENSG0000014162,31.25,-0.3713670276218672,0.14203958085851653,0.9860763063096472,GENE_14161
ENSG0000014155,126.125,0.12303961045652917,0.2759006917421702,0.9860763063096472,GENE_14154
ENSG0000014153,326.5,0.07955617454065525,0.2773435290518753,0.9860763063096472,GENE_14152
ENSG0000014150,65.0,-0.16664986940945145,0.16647640576921605,0.9860763063096472,GENE_14149
ENSG0000014149,159.25,0.13145085362767672,0.2793416402717569,0.9860763063096472,GENE_14148
ENSG0000014142,20.625,0.3337373971769956,0.25464263017520694,0.9860763063096472,GENE_14141
ENSG0000014141,48.75,-0.3719687773869579,0.13079341333310676,0.9860763063096472,GENE_14140
ENSG0000014136,128.875,0.0979897906910949,0.34806091614595,0.9860763063096472,GENE_14135
ENSG0000014134,13.625,0.34577483684173,0.28313367112776877,0.9860763063096472,GENE_14133
ENSG0000014129,78.75,0.2479275134435855,0.10663744566711827,0.9860763063096472,GENE_14128
ENSG0000014128,8.375,0.3025627700204313,0.33948818618435517,0.9860763063096472,GENE_14127
ENSG0000014125,1334.375,-0.048387188724313406,0.1296342412685136,0.9860763063096472,GENE_14124
ENSG0000014121,2.25,0.32192809488736235,0.3383011909480757,0.9860763063096472,GENE_14120
ENSG0000014119,15.625,-0.5370280236574543,0.1525596305519891,0.9860763063096472,GENE_14118
ENSG0000014117,126.875,-0.0995356735509144,0.2910741128289967,0.9860763063096472,GENE_14116
ENSG0000014116,99.75,-0.15200309344504995,0.21041122969680157,0.9860763063096472,GENE_14115
ENSG0000014110,1.875,0.5849625007211562,0.3599906548137118,0.9860763063096472,GENE_14109
ENSG0000014105,20.25,0.24997825300834756,0.35800540313840457,0.9860763063096472,GENE_14104
ENSG0000014104,26.625,0.1491434393058095,0.26338724592005897,0.9860763063096472,GENE_14103
ENSG0000013991,9.125,-0.5193741590935794,0.23687038167964677,0.9860763063096472,GENE_13990
ENSG0000013812,52.625,0.25424128737578766,0.12380573279468278,0.9860763063096472,GENE_13811
ENSG0000013985,103.625,0.13584238938001414,0.32019150536620056,0.9860763063096472,GENE_13984
ENSG0000013983,97.875,0.10691520391651188,0.3292933021434479,0.9860763063096472,GENE_13982
ENSG0000013894,47.25,0.2910487820033905,0.1736957806886731,0.9860763063096472,GENE_13893
ENSG0000013885,419.875,0.0867854339985692,0.15761177732154938,0.9860763063096472,GENE_13884
ENSG0000013884,1057.75,0.07298572030416547,0.16232279828732316,0.9860763063096472,GENE_13883
ENSG0000013878,58.125,-0.3807075065405076,0.13069247754639124,0.9860763063096472,GENE_13877
ENSG0000013875,66.375,0.10328780841202195,0.3147569925830812,0.9860763063096472,GENE_13874
ENSG0000013874,43.0,0.08390125760894525,0.24505654418085654,0.9860763063096472,GENE_13873
ENSG0000013870,145.25,0.15908092468558294,0.2667349946181461,0.9860763063096472,GENE_13869
ENSG0000013868,85.25,0.16942553976486788,0.16978091479400836,0.9860763063096472,GENE_13867
ENSG0000013867,156.0,0.14809863898913392,0.1132267447867654,0.9860763063096472,GENE_13866
ENSG0000013863,17.625,-0.5594274086140185,0.15089198201806586,0.9860763063096472,GENE_13862
ENSG0000013895,118.5,0.11572110129185281,0.26118381903444265,0.9860763063096472,GENE_13894
ENSG0000013862,541.625,-0.11126216206375256,0.18582532317466136,0.9860763063096472,GENE_13861
ENSG0000013853,507.25,0.06115838015817987,0.343320124393076,0.9860763063096472,GENE_13852
